,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
2676,Cre09.g401663,0.0,1.0,['1113'],['4745'],['1113'],P2kCre57,16.0,H2,0.0,1.0,,,1.0
2677,Cre09.g393728,0.0,1.0,['2130'],['5109'],['2130'],P2kCre55,3.0,C1,1.0,,,,
2678,Cre09.g394800,0.0,1.0,['1488'],['3227'],"['1690', '1488']",P2kCre59,40.0,H5,1.0,,,,
2679,Cre09.g388750,0.0,1.0,['1920'],['5799'],"['1920', '2151']",P2kCre53,41.0,A6,1.0,,,1.0,
2680,Cre09.g393200,0.0,1.0,['1989'],['7814'],[],P2kCre63,3.0,C1,0.0,1.0,,,
2681,Cre09.g401478,0.0,1.0,['1248'],['3199'],[],P2kCre57,66.0,B9,1.0,,,,
2682,Cre09.g396000,0.0,1.0,['1716'],['3928'],[],P2kCre61,31.0,G4,0.0,1.0,,,
2683,Cre09.g394102,0.0,1.0,['1776'],['4007'],['1776'],P2kCre61,48.0,H6,0.0,1.0,,,
2684,Cre09.g388097,0.0,1.0,['1953'],['5854'],['1953'],P2kCre53,53.0,E7,1.0,,,,
2685,Cre09.g389689,0.0,1.0,['1110'],['3298'],"['1110', '1110', '1110', '1110', '1110', '1110']",P2kCre57,15.0,G2,1.0,,,,
2686,Cre09.g391171,0.0,1.0,['1443'],['2824'],[],P2kCre59,22.0,F3,1.0,,,,
2687,Cre09.g399402,0.0,1.0,['1854'],['7199'],['1854'],P2kCre61,67.0,C9,1.0,,,,
2688,Cre17.g697200,0.0,1.0,['1074'],['2538'],[],P2kCre57,2.0,B1,1.0,,,,
2689,Cre17.g718185,0.0,1.0,['2025'],['2837'],[],P2kCre53,71.0,G9,1.0,,,1.0,
2690,Cre17.g700133,0.0,1.0,['2199'],['5064'],[],P2kCre55,13.0,E2,1.0,,,,
2691,Cre17.g727300,0.0,1.0,['1173'],[],['1173'],P2kCre57,42.0,B6,1.0,,,,
2692,Cre17.g718750,0.0,1.0,['2019'],['6392'],['2019'],P2kCre53,69.0,E9,1.0,,,,
2693,Cre17.g699900,0.0,1.0,['1101'],['3798'],['1101'],P2kCre57,11.0,C2,1.0,,,,
2694,Cre17.g701850,1.0,1.0,['1893'],[],[],P2kCre53,34.0,B5,1.0,,,,
2695,Cre17.g734150,0.0,1.0,['1284'],['2923'],[],P2kCre57,80.0,H10,0.0,1.0,,,
2696,Cre17.g728750,0.0,1.0,['1710'],['2902'],['1719'],P2kCre61,28.0,D4,0.0,1.0,,,1.0
2697,Cre17.g737100,0.0,1.0,['1515'],['3671'],['1515'],P2kCre59,51.0,C7,1.0,,,,
2698,Cre17.g706900,0.0,1.0,['2199'],['5428'],[],P2kCre55,14.0,F2,1.0,,,,
2699,Cre17.g715800,0.0,1.0,['1494'],['4787'],[],P2kCre59,43.0,C6,0.0,1.0,,,
2700,Cre17.g711150,0.0,1.0,['1149'],['3563'],['1149'],P2kCre57,29.0,E4,0.0,1.0,,,
2701,Cre17.g730700,0.0,1.0,['1176'],['4581'],['1176'],P2kCre57,43.0,C6,1.0,,,,
2702,Cre17.g739150,0.0,1.0,['1899'],['8105'],[],P2kCre53,37.0,E5,0.0,,,1.0,
2703,Cre17.g724700,0.0,1.0,['1566'],['3739'],"['1587', '1566', '1587', '1566']",P2kCre59,76.0,D10,1.0,,,,
2704,Cre17.g702500,0.0,1.0,['1074'],['2592'],"['1074', '1319']",P2kCre57,3.0,C1,1.0,,,,
2705,Cre17.g734900,0.0,1.0,['1668'],['6627'],['1593'],P2kCre61,12.0,D2,1.0,,,,
2706,Cre17.g707900,0.0,1.0,['1065'],['1913'],['1065'],P2kCre55,96.0,H12,1.0,,,,
2707,Cre17.g745397,0.0,1.0,['2133'],['2407'],[],P2kCre55,4.0,D1,1.0,,,,
2708,Cre17.g720050,0.0,1.0,['2067'],['3559'],['2067'],P2kCre53,82.0,B11,1.0,,,,
2709,Cre17.g699400,0.0,1.0,['1515'],[],['1470'],P2kCre59,50.0,B7,0.0,1.0,,,
2710,Cre17.g743547,0.0,1.0,['2142'],['6198'],"['2142', '2142']",P2kCre63,32.0,H4,1.0,,,,
2711,Cre17.g698365,0.0,1.0,['1977'],[],[],P2kCre53,63.0,G8,1.0,,,1.0,
2712,Cre17.g701751,0.0,1.0,['1371'],['1505'],[],P2kCre59,4.0,D1,1.0,,,,
2713,Cre17.g727700,0.0,1.0,['2478'],['5414'],[],P2kCre55,68.0,D9,1.0,,,,
2714,Cre17.g707150,0.0,1.0,['1914'],['2557'],[],P2kCre53,40.0,H5,1.0,,,,
2715,Cre17.g713750,0.0,1.0,['2019'],['2987'],[],P2kCre53,68.0,D9,1.0,,,,
2716,Cre17.g716850,0.0,1.0,['1521'],[],[],P2kCre59,56.0,H7,0.0,,,1.0,
2717,Cre17.g707300,0.0,1.0,['1158'],['2366'],['1158'],P2kCre57,34.0,B5,1.0,,,,
2718,Cre17.g703850,0.0,1.0,['2247'],['3078'],['2247'],P2kCre55,24.0,H3,1.0,,,,
2719,Cre17.g696500,0.0,1.0,['1149'],['1963'],['1149'],P2kCre57,28.0,D4,0.0,1.0,,,
2720,Cre17.g724650,0.0,1.0,['1623'],['3070'],[],P2kCre61,4.0,D1,0.0,,,1.0,
2721,Cre17.g726150,0.0,1.0,['2229'],['6355'],[],P2kCre55,22.0,F3,1.0,,,,
2722,Cre05.g237000,0.0,1.0,['1011'],['4157'],['1011'],P2kCre55,79.0,G10,1.0,,,,
2723,Cre05.g233800,0.0,1.0,['2076'],['7427'],['2076'],P2kCre53,86.0,F11,1.0,,,1.0,
2724,Cre05.g247851,0.0,1.0,['1494'],['7114'],[],P2kCre59,41.0,A6,1.0,,,,
2725,Cre05.g239900,0.0,1.0,['2172'],['7101'],"['2181', '2106']",P2kCre55,8.0,H1,1.0,,,,
2726,Cre05.g239750,0.0,1.0,['2064'],['5557'],"['2139', '2064']",P2kCre53,80.0,H10,1.0,,,,
2727,Cre05.g235450,0.0,1.0,['1962'],['4800'],['1962'],P2kCre53,59.0,C8,1.0,,,,
2728,Cre05.g245451,0.0,1.0,['1272'],['3090'],['1272'],P2kCre57,75.0,C10,1.0,,,,
2729,Cre05.g240850,0.0,1.0,['1911'],['7823'],"['1911', '3547', '1911', '1911']",P2kCre61,79.0,G10,1.0,,,,
2730,Cre05.g241652,1.0,1.0,['1761'],['1845'],"['1374', '1503']",P2kCre61,45.0,E6,1.0,,,,
2731,Cre05.g234651,0.0,1.0,['1944'],['8597'],['1944'],P2kCre53,51.0,C7,0.0,1.0,,,
2732,Cre05.g234639,0.0,1.0,['1578'],['6542'],['1578'],P2kCre59,83.0,C11,1.0,,,,
2733,Cre15.g639802,1.0,1.0,['2016'],['2235'],[],P2kCre53,67.0,C9,1.0,,,,
2734,Cre15.g643050,0.0,1.0,['2022'],['2840'],[],P2kCre63,11.0,C2,0.0,1.0,,,
2735,Cre13.g572950,0.0,1.0,['2322'],['3148'],[],P2kCre55,38.0,F5,0.0,1.0,,,
2736,Cre13.g578350,0.0,1.0,['1896'],['6823'],['1896'],P2kCre53,36.0,D5,1.0,,,,
2737,Cre13.g583972,0.0,1.0,['2403'],['3662'],['2403'],P2kCre55,53.0,E7,1.0,,,1.0,
2738,Cre13.g580650,0.0,1.0,['1725'],['4645'],[],P2kCre61,36.0,D5,1.0,,,1.0,1.0
2739,Cre13.g576400,0.0,1.0,['1230'],['2617'],['1230'],P2kCre57,60.0,D8,1.0,,,,
2740,Cre13.g580700,0.0,1.0,['1695'],['5888'],[],P2kCre61,23.0,G3,1.0,,,,
2741,Cre13.g573300,0.0,1.0,['1485'],['1947'],[],P2kCre59,39.0,G5,1.0,,,,
2742,Cre13.g575750,1.0,1.0,['1317'],['3872'],['1317'],P2kCre57,91.0,C12,1.0,,1.0,1.0,1.0
2743,Cre13.g607300,0.0,1.0,['1299'],['3257'],[],P2kCre57,88.0,H11,1.0,,,,
2744,Cre13.g575300,0.0,1.0,['2457'],['4703'],[],P2kCre55,63.0,G8,1.0,,,1.0,
2745,Cre13.g587500,0.0,1.0,['1794'],[],['1788'],P2kCre61,51.0,C7,1.0,,,1.0,
2746,Cre13.g581000,0.0,1.0,['1239'],['4240'],"['1239', '1522', '1239']",P2kCre57,62.0,F8,1.0,,,,
2747,Cre13.g583050,0.0,1.0,['2343'],['5115'],[],P2kCre55,41.0,A6,1.0,,,,
2748,Cre13.g605200,0.0,1.0,['2136'],['4831'],[],P2kCre63,29.0,E4,1.0,,,,
2749,Cre13.g568200,0.0,1.0,['2493'],['8616'],['2493'],P2kCre55,70.0,F9,0.0,1.0,,,
2750,Cre13.g585750,0.0,1.0,['2100'],['8958'],[],P2kCre63,26.0,B4,1.0,,,,
2751,Cre13.g580900,0.0,1.0,['2025'],['4597'],['2025'],P2kCre53,70.0,F9,1.0,,,,
2752,Cre13.g605650,0.0,1.0,['1512'],['4680'],['1512'],P2kCre59,49.0,A7,0.0,1.0,,,
2753,Cre13.g577400,0.0,1.0,['2163'],['4159'],[],P2kCre63,38.0,F5,0.0,1.0,,,
2754,Cre13.g566650,0.0,1.0,['2058'],[],['2016'],P2kCre63,18.0,B3,1.0,,,,
2755,Cre13.g565450,0.0,1.0,['1569'],['7059'],['1569'],P2kCre59,80.0,H10,0.0,1.0,,,
2756,Cre13.g585250,0.0,1.0,['1299'],['4547'],['1299'],P2kCre57,87.0,G11,1.0,,,,
2757,Cre13.g577300,0.0,1.0,['1893'],['4585'],[],P2kCre53,32.0,H4,1.0,,1.0,,
2758,Cre13.g587750,0.0,1.0,['2064'],['7204'],['2064'],P2kCre63,19.0,C3,1.0,,,,
2759,Cre13.g572375,0.0,1.0,['1215'],['1919'],[],P2kCre57,55.0,G7,0.0,1.0,,,
2760,Cre13.g569850,0.0,1.0,['1497'],[],[],P2kCre59,45.0,E6,0.0,1.0,,,
2761,Cre13.g590350,0.0,1.0,['1002'],['1784'],['1002'],P2kCre55,75.0,C10,1.0,,,,
2762,Cre02.g105900,0.0,1.0,['1836'],['4452'],[],P2kCre61,64.0,H8,0.0,1.0,,,
2763,Cre02.g096350,0.0,1.0,['1599'],['4612'],[],P2kCre59,90.0,B12,0.0,1.0,,,
2764,Cre02.g108250,0.0,1.0,['2205'],['7960'],"['2405', '2205']",P2kCre55,17.0,A3,1.0,,,,
2765,Cre02.g119050,0.0,1.0,['1650'],['2365'],"['1650', '1599']",P2kCre61,9.0,A2,0.0,1.0,,,
2766,Cre02.g101550,0.0,1.0,['2226'],['2465'],[],P2kCre55,21.0,E3,1.0,,,,
2767,Cre02.g082000,0.0,1.0,['2379'],['4956'],[],P2kCre55,49.0,A7,1.0,,,,
2768,Cre02.g086800,0.0,1.0,['2127'],['2566'],[],P2kCre55,2.0,B1,1.0,,,,
2769,Cre02.g092350,0.0,1.0,['1485'],['3379'],['1485'],P2kCre59,38.0,F5,1.0,,,1.0,1.0
2770,Cre02.g112400,0.0,1.0,['1185'],['3578'],"['1185', '1640', '1463']",P2kCre57,44.0,D6,1.0,,,,
2771,Cre02.g102950,0.0,1.0,['1758'],['4399'],[],P2kCre61,43.0,C6,1.0,,,1.0,1.0
2772,Cre02.g088700,0.0,1.0,['1422'],['2585'],[],P2kCre59,17.0,A3,1.0,,,,
2773,Cre02.g078650,0.0,1.0,['1563'],['5222'],"['1563', '1828', '1939']",P2kCre59,75.0,C10,1.0,,,,
2774,Cre02.g112000,0.0,1.0,['1473'],['3081'],"['1587', '1644', '1473', '1938', '1767']",P2kCre59,31.0,G4,1.0,,,,
2775,Cre02.g109800,0.0,1.0,['1989'],['3339'],"['1989', '2037']",P2kCre63,2.0,B1,1.0,,,,
2776,Cre02.g115100,0.0,1.0,['1830'],['2628'],['1830'],P2kCre61,60.0,D8,1.0,,,,
2777,Cre02.g078777,0.0,1.0,['2163'],['4437'],[],P2kCre55,5.0,E1,0.0,1.0,,,
2778,Cre02.g119100,0.0,1.0,['1614'],['2647'],['1614'],P2kCre59,93.0,E12,0.0,,,1.0,
2779,Cre02.g096250,0.0,1.0,['1446'],['4639'],[],P2kCre59,23.0,G3,1.0,,,,
2780,Cre02.g080700,0.0,1.0,['1968'],['3265'],['1968'],P2kCre61,89.0,A12,0.0,1.0,,,
2781,Cre02.g112850,0.0,1.0,['1380'],['2854'],[],P2kCre59,5.0,E1,0.0,1.0,,,
2782,Cre02.g098150,0.0,1.0,['1455'],['3629'],['1455'],P2kCre59,26.0,B4,1.0,,,,
2783,Cre02.g147450,0.0,1.0,['1902'],['4049'],['1902'],P2kCre53,38.0,F5,1.0,,,,
2784,Cre02.g085450,0.0,1.0,['1095'],['2495'],['1095'],P2kCre57,5.0,E1,1.0,,,,
2785,Cre02.g101500,0.0,1.0,['2037'],['5528'],"['1956', '2025']",P2kCre53,74.0,B10,1.0,,,1.0,1.0
2786,Cre02.g092550,0.0,1.0,['2373'],['3674'],[],P2kCre55,46.0,F6,1.0,,,1.0,1.0
2787,Cre02.g101950,0.0,1.0,['2472'],['5914'],[],P2kCre55,67.0,C9,1.0,,,1.0,
2788,Cre02.g100850,0.0,1.0,['2400'],['4853'],[],P2kCre55,51.0,C7,1.0,,,,
2789,Cre02.g104201,0.0,1.0,['2052'],['3434'],[],P2kCre63,16.0,H2,1.0,,,,
2790,Cre02.g095104,0.0,1.0,['1254'],[],[],P2kCre57,71.0,G9,1.0,,,,
2791,Cre02.g142050,0.0,1.0,['1926'],['2093'],[],P2kCre61,82.0,B11,1.0,,,,
2792,Cre02.g077850,0.0,1.0,['2349'],['2808'],['2349'],P2kCre55,43.0,C6,1.0,,,1.0,1.0
2793,Cre02.g091850,0.0,1.0,['1110'],['2226'],['1110'],P2kCre57,13.0,E2,1.0,,,,
2794,Cre02.g094350,0.0,1.0,['2163'],['3502'],['2163'],P2kCre63,37.0,E5,1.0,,,,
2795,Cre02.g092400,0.0,1.0,['1611'],['2191'],[],P2kCre59,92.0,D12,1.0,,,,
2796,Cre02.g145850,0.0,1.0,['1425'],['2705'],['1425'],P2kCre59,20.0,D3,1.0,,,,
2797,Cre02.g094100,0.0,1.0,['1404'],['2071'],['1404'],P2kCre59,13.0,E2,0.0,,,1.0,1.0
2798,Cre02.g112900,0.0,1.0,['1521'],['2117'],['1521'],P2kCre59,52.0,D7,1.0,,,,
2799,Cre02.g118600,0.0,1.0,['1437'],['2703'],['1437'],P2kCre59,21.0,E3,1.0,,,,
2800,Cre02.g109850,0.0,1.0,['1107'],['2481'],['1107'],P2kCre57,12.0,D2,0.0,1.0,,,
2801,Cre02.g110750,0.0,1.0,['1164'],['2715'],['1164'],P2kCre57,36.0,D5,1.0,,,,
2802,Cre02.g117950,0.0,1.0,['1929'],['2925'],['1929'],P2kCre53,47.0,G6,0.0,,,1.0,
2803,Cre02.g080200,0.0,1.0,['2154'],['3675'],['2154'],P2kCre63,34.0,B5,1.0,,1.0,,
2804,Cre02.g111350,0.0,1.0,['2202'],['4816'],[],P2kCre55,16.0,H2,1.0,,,,
2805,Cre02.g092250,0.0,1.0,['1497'],['3302'],"['1497', '1497']",P2kCre59,44.0,D6,1.0,,,1.0,
2806,Cre02.g095120,0.0,1.0,['2082'],['3894'],[],P2kCre53,88.0,H11,1.0,,,,
2807,Cre03.g181300,0.0,1.0,['1536'],['4119'],['1536'],P2kCre59,65.0,A9,1.0,,,,
2808,Cre03.g200150,0.0,1.0,['1620'],['2318'],['1620'],P2kCre61,1.0,A1,1.0,,,,
2809,Cre03.g166250,0.0,1.0,['1986'],['4581'],[],P2kCre61,96.0,H12,1.0,,,,
2810,Cre03.g158750,0.0,1.0,['1710'],['4567'],['1710'],P2kCre61,27.0,C4,1.0,,,,
2811,Cre03.g201650,0.0,1.0,['2421'],['2421'],[],P2kCre55,59.0,C8,1.0,,,1.0,1.0
2812,Cre03.g181500,0.0,1.0,['1752'],['3315'],"['1752', '1752', '1752', '1752', '1752']",P2kCre61,42.0,B6,1.0,,,,
2813,Cre03.g193700,0.0,1.0,['1476'],['3800'],['1476'],P2kCre59,35.0,C5,1.0,,,,
2814,Cre03.g177900,0.0,1.0,['1038'],['3175'],[],P2kCre55,86.0,F11,1.0,,,,
2815,Cre03.g153000,0.0,1.0,['1887'],['3549'],['1887'],P2kCre61,72.0,H9,0.0,1.0,,,
2816,Cre03.g182750,0.0,1.0,['2067'],['4865'],['2067'],P2kCre63,20.0,D3,0.0,1.0,,,
2817,Cre03.g185850,0.0,1.0,['1521'],['2427'],['1521'],P2kCre59,54.0,F7,1.0,,,,
2818,Cre03.g185200,0.0,1.0,['1242'],['3063'],"['1242', '1242', '1242', '1242', '1242', '1242']",P2kCre57,63.0,G8,1.0,,,,
2819,Cre03.g194650,0.0,1.0,['1893'],['2845'],['1893'],P2kCre53,30.0,F4,1.0,,,,
2820,Cre03.g202700,0.0,1.0,['1896'],['1896'],['1896'],P2kCre61,76.0,D10,1.0,,,,
2821,Cre03.g146767,0.0,1.0,['1962'],['4831'],[],P2kCre53,58.0,B8,1.0,,,1.0,1.0
2822,Cre03.g150000,0.0,1.0,['1605'],['1927'],[],P2kCre59,91.0,C12,0.0,1.0,,,
2823,Cre03.g211073,0.0,1.0,['2067'],['2653'],"['2067', '2067']",P2kCre63,21.0,E3,1.0,,,1.0,
2824,Cre03.g159851,0.0,1.0,['1569'],['2853'],[],P2kCre59,77.0,E10,1.0,,,1.0,
2825,Cre03.g146507,0.0,1.0,['1677'],['3717'],['1677'],P2kCre61,17.0,A3,1.0,,,1.0,
2826,Cre03.g173400,0.0,1.0,['2175'],[],['2175'],P2kCre55,10.0,B2,1.0,,,1.0,1.0
2827,Cre03.g171300,0.0,1.0,['1152'],['2867'],['1152'],P2kCre57,31.0,G4,1.0,,,,
2828,Cre03.g190200,0.0,1.0,['1164'],['2909'],[],P2kCre57,37.0,E5,1.0,,,,
2829,Cre03.g194350,0.0,1.0,['1956'],['2844'],['1956'],P2kCre61,86.0,F11,1.0,,,,
2830,Cre03.g174150,0.0,1.0,['1875'],['4134'],[],P2kCre61,68.0,D9,1.0,,,1.0,
2831,Cre03.g145087,0.0,1.0,['1920'],['3782'],[],P2kCre61,81.0,A11,1.0,,,,
2832,Cre03.g207250,0.0,1.0,['1731'],['2263'],"['1675', '1731']",P2kCre61,38.0,F5,1.0,,,,
2833,Cre03.g205900,0.0,1.0,['1170'],['1390'],['1170'],P2kCre57,40.0,H5,0.0,1.0,,,
2834,Cre03.g183150,0.0,1.0,['2028'],['4943'],[],P2kCre53,72.0,H9,1.0,,,,
2835,Cre03.g193750,0.0,1.0,['1257'],['3291'],['1257'],P2kCre57,73.0,A10,1.0,,,,
2836,Cre03.g160550,0.0,1.0,['1614'],['3064'],[],P2kCre59,94.0,F12,0.0,1.0,,,
2837,Cre03.g198800,0.0,1.0,['1365'],['2111'],['1365'],P2kCre59,1.0,A1,0.0,,,1.0,1.0
2838,Cre03.g168050,0.0,1.0,['1935'],['4326'],[],P2kCre61,84.0,D11,1.0,,,,
2839,Cre03.g195950,0.0,1.0,['2289'],['3617'],[],P2kCre55,33.0,A5,0.0,1.0,,,
2840,Cre03.g175750,0.0,1.0,['1509'],['4642'],[],P2kCre59,48.0,H6,1.0,,,,
2841,Cre03.g171700,0.0,1.0,['2439'],[],[],P2kCre55,60.0,D8,0.0,,,1.0,
2842,Cre03.g206600,0.0,1.0,['1812'],['6458'],['1812'],P2kCre61,56.0,H7,1.0,,,,
2843,Cre03.g146527,0.0,1.0,['1992'],['7032'],['1992'],P2kCre63,5.0,E1,0.0,,,1.0,
2844,Cre03.g165950,0.0,1.0,['1956'],['4090'],[],P2kCre53,55.0,G7,1.0,,,,
2845,Cre03.g176000,0.0,1.0,['1095'],['1278'],['1095'],P2kCre57,6.0,F1,1.0,,,,
2846,Cre03.g207550,0.0,1.0,['1299'],['3747'],[],P2kCre57,85.0,E11,0.0,,1.0,,
2847,Cre03.g175000,0.0,1.0,['1521'],['3652'],"['1713', '1521', '1434']",P2kCre59,53.0,E7,1.0,,,,
2848,Cre03.g155527,0.0,1.0,['1035'],['1343'],['1035'],P2kCre55,84.0,D11,1.0,,,,
2849,Cre03.g204050,0.0,1.0,['2301'],['6475'],['2301'],P2kCre55,34.0,B5,1.0,,,,
2850,Cre03.g146287,0.0,1.0,['1281'],['2605'],"['1432', '1272', '1441', '1281', '1307', '1281']",P2kCre57,77.0,E10,1.0,,,,
2851,Cre03.g144627,0.0,1.0,['1398'],['1398'],"['1398', '1398']",P2kCre59,8.0,H1,1.0,,,,
2852,Cre03.g185550,0.0,1.0,['1155'],['2157'],['1155'],P2kCre57,33.0,A5,1.0,,,,
2853,Cre03.g151000,0.0,1.0,['1284'],['4627'],['1284'],P2kCre57,78.0,F10,1.0,,,,
2854,Cre03.g175850,0.0,1.0,['1641'],['3710'],[],P2kCre61,6.0,F1,1.0,,,,
2855,Cre03.g180450,0.0,1.0,['1902'],['4211'],[],P2kCre61,77.0,E10,0.0,1.0,,,
2856,Cre03.g211521,0.0,1.0,['1005'],['4463'],['1071'],P2kCre55,77.0,E10,0.0,1.0,,,
2857,Cre01.g010900,0.0,1.0,['1122'],['1980'],['1122'],P2kCre57,20.0,D3,1.0,,,,
2858,Cre01.g030800,0.0,1.0,['1326'],['4494'],['1326'],P2kCre57,92.0,D12,1.0,,,,
2859,Cre01.g007200,0.0,1.0,['1878'],['4031'],[],P2kCre61,69.0,E9,1.0,,,,
2860,Cre01.g049132,0.0,1.0,['2070'],['3958'],['2070'],P2kCre53,83.0,C11,1.0,,,,
2861,Cre01.g009200,0.0,1.0,['1368'],['2344'],['1368'],P2kCre59,3.0,C1,1.0,,,,
2862,Cre01.g033700,0.0,1.0,['2226'],['6398'],[],P2kCre55,20.0,D3,0.0,1.0,,,
2863,Cre01.g030900,0.0,1.0,['2202'],['3596'],[],P2kCre55,15.0,G2,0.0,,,1.0,1.0
2864,Cre01.g032350,0.0,1.0,['1059'],['2363'],['1059'],P2kCre55,93.0,E12,1.0,,,,
2865,Cre01.g053000,0.0,1.0,['2169'],['4866'],[],P2kCre55,6.0,F1,0.0,1.0,,,
2866,Cre01.g071662,0.0,1.0,['1893'],['4449'],[],P2kCre61,75.0,C10,0.0,1.0,,,
2867,Cre01.g055408,0.0,1.0,['2097'],['8023'],"['2097', '2097', '2097']",P2kCre63,23.0,G3,1.0,,,1.0,
2868,Cre01.g022000,0.0,1.0,['2094'],['4595'],[],P2kCre53,91.0,C12,0.0,,,1.0,1.0
2869,Cre01.g020264,0.0,1.0,['2169'],['5656'],[],P2kCre63,40.0,H5,1.0,,,,
2870,Cre01.g023350,0.0,1.0,['2007'],['8695'],['2007'],P2kCre63,8.0,H1,1.0,,,,
2871,Cre01.g021900,0.0,1.0,['1881'],['3271'],['1881'],P2kCre61,70.0,F9,0.0,1.0,,,
2872,Cre01.g031004,0.0,1.0,['2340'],['3284'],[],P2kCre55,40.0,H5,1.0,,,,
2873,Cre01.g039300,0.0,1.0,['1971'],['4611'],[],P2kCre61,91.0,C12,1.0,,,,
2874,Cre01.g053150,0.0,1.0,['2046'],['4792'],[],P2kCre53,76.0,D10,1.0,,,,
2875,Cre01.g054750,1.0,1.0,['1656'],['2495'],[],P2kCre61,10.0,B2,1.0,,,,
2876,Cre01.g036200,0.0,1.0,['1527'],['4389'],"['1527', '1527']",P2kCre59,59.0,C8,1.0,,,,
2877,Cre01.g029850,0.0,1.0,['1596'],['3468'],"['1596', '1826', '1596']",P2kCre59,89.0,A12,0.0,1.0,,,
2878,Cre01.g005900,0.0,1.0,['1422'],['4561'],[],P2kCre59,16.0,H2,1.0,,,,
2879,Cre01.g029600,0.0,1.0,['1476'],['2788'],[],P2kCre59,34.0,B5,1.0,,,,
2880,Cre01.g027764,0.0,1.0,['2043'],['5452'],[],P2kCre63,15.0,G2,1.0,,,,
2881,Cre01.g051800,0.0,1.0,['1332'],['3868'],[],P2kCre57,94.0,F12,1.0,,,,
2882,Cre01.g009550,0.0,1.0,['2205'],['3755'],[],P2kCre63,47.0,G6,1.0,,,,
2883,Cre01.g012100,0.0,1.0,['2250'],['5702'],[],P2kCre55,25.0,A4,1.0,,,,
2884,Cre01.g065457,0.0,1.0,['2172'],['2408'],['2172'],P2kCre63,41.0,A6,0.0,1.0,,,
2885,Cre01.g002350,0.0,1.0,['1788'],['7115'],[],P2kCre61,49.0,A7,0.0,1.0,,,
2886,Cre01.g023100,0.0,1.0,['1152'],['2442'],[],P2kCre57,30.0,F4,1.0,,,,
2887,Cre01.g048950,0.0,1.0,['1542'],['4859'],['1542'],P2kCre59,68.0,D9,1.0,,,,
2888,Cre01.g007000,0.0,1.0,['1971'],['7668'],[],P2kCre61,90.0,B12,1.0,,,,
2889,Cre01.g040950,0.0,1.0,['2193'],['3575'],[],P2kCre55,12.0,D2,1.0,,,,
2890,Cre01.g036950,0.0,1.0,['1167'],['3224'],['1167'],P2kCre57,39.0,G5,1.0,,,,
2891,Cre01.g018400,0.0,1.0,['1686'],['3094'],"['1686', '1965', '1686']",P2kCre61,21.0,E3,0.0,,,1.0,
2892,Cre01.g068742,0.0,1.0,['2403'],['3079'],"['2459', '2391', '2391']",P2kCre55,52.0,D7,0.0,,,1.0,
2893,Cre01.g013250,0.0,1.0,['1017'],[],[],P2kCre55,82.0,B11,0.0,1.0,,,
2894,Cre01.g030650,0.0,1.0,['2280'],['4402'],[],P2kCre55,31.0,G4,1.0,,,,
2895,Cre01.g034900,0.0,1.0,['2379'],['4967'],[],P2kCre55,48.0,H6,0.0,1.0,,,
2896,Cre01.g025050,0.0,1.0,['2232'],['2889'],"['2232', '2232']",P2kCre55,23.0,G3,0.0,,,1.0,
2897,Cre10.g427350,0.0,1.0,['1452'],[],[],P2kCre59,25.0,A4,0.0,1.0,,,
2898,Cre10.g436650,0.0,1.0,['2157'],['4830'],['2121'],P2kCre63,35.0,C5,1.0,,,1.0,
2899,Cre10.g463350,0.0,1.0,['1194'],['2631'],[],P2kCre57,49.0,A7,1.0,,,,
2900,Cre10.g446900,0.0,1.0,['1554'],['3170'],['1554'],P2kCre59,73.0,A10,1.0,,,,
2901,Cre10.g427050,0.0,1.0,['1038'],['2766'],"['1038', '1352', '1083']",P2kCre55,88.0,H11,1.0,,,,
2902,Cre10.g451100,0.0,1.0,['1887'],['4468'],[],P2kCre61,73.0,A10,1.0,,,,
2903,Cre10.g432900,0.0,1.0,['1233'],['3970'],"['1233', '1233', '1233', '1233', '1233', '1233']",P2kCre57,61.0,E8,1.0,,,,
2904,Cre10.g466650,0.0,1.0,['1056'],['1985'],['1056'],P2kCre55,92.0,D12,1.0,,,,
2905,Cre10.g429650,0.0,1.0,['1317'],[],[],P2kCre57,90.0,B12,0.0,1.0,,,
2906,Cre10.g445150,0.0,1.0,['2265'],['4967'],['2265'],P2kCre55,29.0,E4,1.0,,,,
2907,Cre10.g437829,0.0,1.0,['2097'],['2808'],"['2004', '2097']",P2kCre53,93.0,E12,1.0,,,,1.0
2908,Cre10.g422150,0.0,1.0,['2031'],['6670'],[],P2kCre63,12.0,D2,1.0,,,,
2909,Cre10.g466350,0.0,1.0,['1725'],['4212'],[],P2kCre61,35.0,C5,1.0,,,1.0,
2910,Cre10.g429600,0.0,1.0,['1887'],['2465'],"['1887', '1817']",P2kCre53,29.0,E4,1.0,,,,
2911,Cre10.g450300,0.0,1.0,['2274'],['2981'],[],P2kCre55,30.0,F4,0.0,,,1.0,
2912,Cre10.g459900,0.0,1.0,['1125'],['5673'],['1104'],P2kCre57,22.0,F3,0.0,1.0,,,
2913,Cre10.g431550,0.0,1.0,['1251'],['3065'],"['1251', '1226']",P2kCre57,70.0,F9,1.0,,,,
2914,Cre10.g448450,0.0,1.0,['2064'],['4908'],[],P2kCre53,81.0,A11,0.0,1.0,,,
