	Genename	ALY	ESA	AHA	AHA1
14218	AT4G08530.1	894982	Thhalv10009519m	Araha.52089s0001.1.p	NaN
14220	AT3G59580.1	898914	Thhalv10005779m	Araha.0689s0002.1.p	NaN
14221	AT5G48570.1	494919	Thhalv10003906m	Araha.36389s0003.1.p	NaN
14223	AT3G15220.1	929309	Thhalv10022019m	Araha.0665s0009.1.p	NaN
14243	AT1G37140.1	913510	Thhalv10005573m	Araha.23957s0001.1.p	NaN
14250	AT5G57200.1	917426	Thhalv10013043m	Araha.3696s0025.1.p	NaN
14253	AT2G46740.1	322326	Thhalv10001763m	Araha.3284s0003.1.p	NaN
14256	AT3G27680.1	936535	Thhalv10005109m	Araha.31456s0001.1.p	NaN
14268	AT5G06270.1	487435	Thhalv10015029m	Araha.4200s0007.1.p	NaN
14269	AT4G35733.1	491074	Thhalv10027241m	Araha.12053s0016.1.p	NaN
14270	AT3G59050.1	486367	Thhalv10005954m	Araha.10825s0002.1.p	NaN
14277	AT2G29460.1	933420	Thhalv10017840m	Araha.2769s0010.1.p	NaN
14305	AT3G19710.1	929873	Thhalv10021016m	Araha.12090s0004.1.p	NaN
14312	AT1G73480.1	926720	Thhalv10018492m	Araha.3271s0003.1.p	NaN
14318	AT5G27410.1	489585	Thhalv10003627m	Araha.12459s0004.1.p	NaN
14322	AT5G53510.1	331706	Thhalv10016096m	Araha.2888s0001.1.p	NaN
14326	AT4G18430.1	493018	Thhalv10026206m	Araha.6012s0002.1.p	NaN
14332	AT1G51760.1	923670	Thhalv10011481m	Araha.2389s0003.1.p	NaN
14346	AT1G28020.1	912628	Thhalv10009907m	Araha.1657s0001.1.p	NaN
14351	AT3G62860.1	899272	Thhalv10006073m	Araha.9061s0005.1.p	NaN
14355	AT2G39300.1	482949	Thhalv10016225m	Araha.6538s0004.1.p	NaN
14359	AT1G69470.1	926242	Thhalv10019559m	Araha.3134s0011.1.p	NaN
14377	AT3G04945.1	903327	Thhalv10022226m	Araha.6236s0005.1.p	NaN
14384	AT5G14010.1	488229	Thhalv10015891m	Araha.3105s0046.1.p	NaN
14395	AT1G09930.1	334275	Thhalv10009349m	Araha.3403s0004.1.p	NaN
14401	AT1G49420.1	914016	Thhalv10012208m	Araha.11949s0002.1.p	NaN
14412	AT2G17840.1	480683	Thhalv10022685m	Araha.0170s0001.1.p	NaN
14416	AT1G73965.1	476536	Thhalv10019753m	Araha.9041s0004.1.p	NaN
14417	AT2G42830.2	321962	Thhalv10017047m	Araha.4056s0006.1.p	NaN
14420	AT2G30090.1	900781	Thhalv10016773m	Araha.12015s0001.1.p	NaN
14422	AT5G39520.1	947863	Thhalv10028063m	Araha.2912s0003.1.p	NaN
14431	AT1G33055.1	922403	Thhalv10009221m	Araha.9027s0003.1.p	NaN
14435	AT1G16960.1	911499	Thhalv10009149m	Araha.2449s0008.1.p	NaN
14458	AT1G62880.1	475064	Thhalv10023753m	Araha.7143s0001.1.p	NaN
14469	AT4G17660.1	890447	Thhalv10025174m	Araha.4507s0017.1.p	NaN
14471	AT2G35280.1	949960	Thhalv10005441m	Araha.16335s0005.1.p	NaN
14479	AT1G48910.1	314320	Thhalv10012211m	Araha.20236s0002.1.p	NaN
14481	AT2G25520.1	932703	Thhalv10000222m	Araha.19087s0004.1.p	NaN
14486	AT1G72420.1	926606	Thhalv10019098m	Araha.4378s0011.1.p	NaN
14490	AT3G59440.1	486411	Thhalv10006367m	Araha.0689s0015.1.p	NaN
14494	AT2G34940.1	321210	Thhalv10016381m	Araha.1615s0008.1.p	NaN
14502	AT4G38140.1	327776	Thhalv10027396m	Araha.30893s0003.1.p	NaN
14503	AT1G13200.1	471475	Thhalv10023120m	Araha.1061s0004.1.p	NaN
14505	AT2G23290.1	481200	Thhalv10000438m	Araha.19794s0003.1.p	NaN
14506	AT3G23270.1	319046	Thhalv10019964m	Araha.2004s0001.1.p	NaN
14508	AT2G21725.1	899444	Thhalv10000511m	Araha.0897s0009.1.p	NaN
14509	AT5G26250.1	351641	Thhalv10005607m	Araha.8557s0002.1.p	NaN
14516	AT5G19450.1	488835	Thhalv10013210m	Araha.24337s0004.1.p	NaN
14534	AT5G05790.1	940007	Thhalv10014370m	Araha.0620s0006.1.p	NaN
14541	AT1G74800.1	926858	Thhalv10018236m	Araha.5006s0030.1.p	NaN
14547	AT3G03110.1	927817	Thhalv10019949m	Araha.7513s0005.1.p	NaN
14561	AT1G04985.1	910174	Thhalv10008833m	Araha.28616s0001.1.p	NaN
14565	AT4G24890.1	492349	Thhalv10024691m	Araha.3644s0007.1.p	NaN
14566	AT5G60330.1	496170	Thhalv10015315m	Araha.8175s0011.1.p	NaN
14569	AT4G37460.1	944105	Thhalv10024286m	Araha.0281s0005.1.p	NaN
14572	AT5G15480.1	941033	Thhalv10015968m	Araha.2152s0023.1.p	NaN
14579	AT3G60290.1	324483	Thhalv10006360m	Araha.9617s0001.1.p	NaN
14583	AT1G67290.1	475824	Thhalv10018300m	Araha.14371s0002.1.p	NaN
14589	AT4G18790.1	492980	Thhalv10026903m	Araha.1306s0004.1.p	NaN
14594	AT1G53280.1	923873	Thhalv10011492m	Araha.9334s0001.1.p	NaN
14611	AT2G46420.1	483796	Thhalv10001501m	Araha.40568s0002.1.p	NaN
14614	AT5G20370.1	941590	Thhalv10015868m	Araha.15973s0002.1.p	NaN
14618	AT2G33160.1	933893	Thhalv10017763m	Araha.19354s0001.1.p	NaN
14619	AT3G03190.1	477565	Thhalv10021507m	Araha.7513s0012.1.p	NaN
14639	AT2G29390.1	481856	Thhalv10017113m	Araha.11074s0004.1.p	NaN
14644	AT5G48140.1	494865	Thhalv10004361m	Araha.6352s0002.1.p	NaN
14652	AT1G17700.1	920693	Thhalv10009485m	Araha.15627s0007.1.p	NaN
14656	AT5G10240.1	940494	Thhalv10013088m	Araha.4940s0006.1.p	NaN
14660	AT4G11720.1	895371	Thhalv10028515m	Araha.0643s0002.1.p	NaN
14666	AT3G44900.1	484889	Thhalv10002900m	Araha.8553s0005.1.p	NaN
14674	AT4G27310.1	945327	Thhalv10026046m	Araha.18479s0007.1.p	NaN
14676	AT5G45210.1	915611	Thhalv10001238m	Araha.4174s0004.1.p	NaN
14677	AT3G10540.1	928751	Thhalv10020612m	Araha.7226s0006.1.p	NaN
14682	AT3G59920.1	486456	Thhalv10005975m	Araha.11828s0007.1.p	NaN
14697	AT4G00872.1	943664	Thhalv10011943m	Araha.44817s0002.1.p	NaN
14704	AT2G23600.1	481226	Thhalv10000533m	Araha.61190s0001.1.p	NaN
14717	AT4G01010.1	327678	Thhalv10028473m	Araha.13696s0005.1.p	NaN
14718	AT1G19370.1	920881	Thhalv10009294m	Araha.1486s0001.1.p	NaN
14720	AT5G52330.1	916864	Thhalv10009691m	Araha.28557s0003.1.p	NaN
14725	AT3G46220.2	323273	Thhalv10002404m	Araha.7496s0003.1.p	NaN
14739	AT3G15630.1	479015	Thhalv10021593m	Araha.3034s0031.1.p	NaN
14742	AT5G16540.1	488510	Thhalv10013743m	Araha.0152s0012.1.p	NaN
14752	AT3G63070.1	486811	Thhalv10005747m	Araha.7955s0009.1.p	NaN
14769	AT5G49990.1	495055	Thhalv10013227m	Araha.10616s0008.1.p	NaN
14776	AT1G77380.1	476902	Thhalv10018484m	Araha.8008s0007.1.p	NaN
14778	AT1G37130.1	922794	Thhalv10003628m	Araha.53162s0001.1.p	NaN
14779	AT5G55240.1	495609	Thhalv10015338m	Araha.8578s0002.1.p	NaN
14783	AT1G22240.1	335467	Thhalv10009853m	Araha.1325s0001.1.p	NaN
14805	AT3G58070.1	486259	Thhalv10006369m	Araha.9818s0001.1.p	NaN
14813	AT2G33520.1	933939	Thhalv10017573m	Araha.2350s0002.1.p	NaN
14817	AT2G20290.1	319536	Thhalv10001881m	Araha.8625s0009.1.p	NaN
14828	AT5G20710.1	351167	Thhalv10012695m	Araha.5580s0005.1.p	NaN
14829	AT1G14630.1	911260	Thhalv10008716m	Araha.1643s0002.1.p	NaN
14834	AT3G54770.1	485883	Thhalv10010639m	Araha.2426s0006.1.p	NaN
14839	AT2G05540.1	342859	Thhalv10002728m	Araha.0944s0002.1.p	NaN
14843	AT4G30540.1	353756	Thhalv10027000m	Araha.2161s0002.1.p	NaN
14845	AT3G27330.1	484521	Thhalv10003629m	Araha.5765s0006.1.p	NaN
14858	AT1G28110.1	473017	Thhalv10007573m	Araha.6841s0002.1.p	NaN
14866	AT5G19950.1	488891	Thhalv10013545m	Araha.13532s0002.1.p	NaN
14875	AT2G17470.1	319696	Thhalv10022649m	Araha.34438s0001.1.p	NaN
14882	AT1G68630.1	315881	Thhalv10019447m	Araha.2280s0001.1.p	NaN
14900	AT5G17720.1	326200	Thhalv10015368m	Araha.52929s0001.1.p	NaN
14907	AT4G00880.1	943663	Thhalv10029055m	Araha.49158s0001.1.p	NaN
14922	AT1G10540.1	910785	Thhalv10007311m	Araha.3091s0016.1.p	NaN
14930	AT2G39795.1	934751	Thhalv10017139m	Araha.6074s0001.1.p	NaN
14939	AT1G17940.1	920718	Thhalv10007785m	Araha.18459s0002.1.p	NaN
14946	AT2G44180.1	483541	Thhalv10001459m	Araha.3931s0004.1.p	NaN
14965	AT1G73250.1	926698	Thhalv10018855m	Araha.6929s0002.1.p	NaN
14974	AT1G50610.1	474192	Thhalv10012173m	Araha.35221s0001.1.p	NaN
15004	AT5G40230.1	330483	Thhalv10027813m	Araha.8967s0005.1.p	NaN
15013	AT4G23460.1	492527	Thhalv10024360m	Araha.5498s0003.1.p	NaN
15022	AT4G24820.1	492356	Thhalv10025431m	Araha.5513s0005.1.p	NaN
15030	AT3G04170.1	918706	Thhalv10022237m	Araha.26942s0012.1.p	NaN
15064	AT1G62120.1	924813	Thhalv10024167m	Araha.68280s0001.1.p	NaN
15074	AT1G05291.1	311617	Thhalv10008905m	Araha.39199s0005.1.p	NaN
15084	AT4G08510.1	489756	Thhalv10028540m	Araha.7091s0001.1.p	NaN
15097	AT5G61590.1	496326	Thhalv10005285m	Araha.8526s0002.1.p	NaN
15101	AT1G43810.1	336753	Thhalv10012151m	Araha.39992s0001.1.p	NaN
15104	AT2G29400.1	481858	Thhalv10016946m	Araha.11074s0003.1.p	NaN
15110	AT2G32350.1	359335	Thhalv10017634m	Araha.35534s0002.1.p	NaN
15137	AT5G41760.1	947541	Thhalv10027829m	Araha.18528s0001.1.p	NaN
15144	AT1G11690.1	919994	Thhalv10009979m	Araha.2699s0002.1.p	NaN
15150	AT3G21352.1	905160	Thhalv10021873m	Araha.11516s0005.1.p	NaN
15153	AT1G08360.1	919580	Thhalv10008751m	Araha.0425s0017.1.p	NaN
15156	AT3G04735.1	903298	Thhalv10022213m	Araha.4820s0014.1.p	NaN
15158	AT3G58510.1	486301	Thhalv10005841m	Araha.2474s0019.1.p	NaN
15170	AT1G53900.1	914578	Thhalv10011350m	Araha.6937s0004.1.p	NaN
15178	AT5G13825.1	893283	Thhalv10015565m	Araha.3105s0029.1.p	NaN
15182	AT1G69410.1	926235	Thhalv10019263m	Araha.3134s0005.1.p	NaN
15186	AT1G68510.1	475970	Thhalv10019494m	Araha.23363s0007.1.p	NaN
15188	AT3G16780.1	479143	Thhalv10026243m	Araha.0105s0013.1.p	NaN
15192	AT3G58160.1	938803	Thhalv10006411m	Araha.3845s0004.1.p	NaN
15215	AT3G28790.1	936672	Thhalv10003856m	Araha.4416s0001.1.p	NaN
15216	AT2G44330.1	483558	Thhalv10001728m	Araha.7894s0005.1.p	NaN
15222	AT3G55090.1	938438	Thhalv10010146m	Araha.2258s0007.1.p	NaN
15224	AT1G08040.1	919540	Thhalv10007913m	Araha.23334s0005.1.p	NaN
15233	AT1G79330.1	340086	Thhalv10018629m	Araha.5820s0005.1.p	NaN
15240	AT1G50990.1	923563	Thhalv10018415m	Araha.6292s0003.1.p	NaN
15243	AT3G15115.1	478943	Thhalv10021100m	Araha.43003s0002.1.p	NaN
15257	AT1G17800.1	471993	Thhalv10019549m	Araha.22087s0004.1.p	NaN
15264	AT1G49400.1	474078	Thhalv10011874m	Araha.11949s0005.1.p	NaN
15279	AT3G57830.1	486237	Thhalv10005826m	Araha.10017s0010.1.p	NaN
15284	AT5G07400.1	892672	Thhalv10012509m	Araha.3415s0009.1.p	NaN
15289	AT2G32750.1	933846	Thhalv10017561m	Araha.18756s0006.1.p	NaN
15300	AT5G23660.1	484952	Thhalv10004719m	Araha.7652s0005.1.p	NaN
15322	AT3G07340.1	903629	Thhalv10020729m	Araha.6032s0002.1.p	NaN
15329	AT1G28430.1	473062	Thhalv10024952m	Araha.5599s0007.1.p	NaN
15348	AT5G18170.1	488683	Thhalv10013679m	Araha.8689s0011.1.p	NaN
15354	AT1G67840.1	926054	Thhalv10018280m	Araha.9569s0003.1.p	NaN
15369	AT2G22950.1	899595	Thhalv10000029m	Araha.10004s0003.1.p	NaN
15372	AT5G06460.1	487455	Thhalv10012525m	Araha.26186s0003.1.p	NaN
15374	AT2G34960.1	482460	Thhalv10016446m	Araha.1615s0009.1.p	NaN
15382	AT4G28640.2	491899	Thhalv10026085m	Araha.3365s0019.1.p	NaN
15386	AT2G13820.1	480325	Thhalv10022877m	Araha.13403s0001.1.p	NaN
15429	AT2G39705.1	482992	Thhalv10017695m	Araha.26563s0008.1.p	NaN
15431	AT1G11770.1	471318	Thhalv10007344m	Araha.2699s0012.1.p	NaN
15450	AT4G10890.1	327243	Thhalv10028849m	Araha.31727s0002.1.p	NaN
15452	AT5G12990.1	488115	Thhalv10015931m	Araha.3287s0020.1.p	NaN
15453	AT1G19610.1	472186	Thhalv10009242m	Araha.10584s0008.1.p	NaN
15459	AT3G14590.2	478877	Thhalv10020164m	Araha.2009s0001.1.p	NaN
15460	AT3G27440.1	896655	Thhalv10005624m	Araha.1946s0003.1.p	NaN
15473	AT5G12180.1	488060	Thhalv10013236m	Araha.11630s0008.1.p	NaN
15489	AT3G21690.1	479690	Thhalv10020526m	Araha.22989s0002.1.p	NaN
15498	AT4G39050.1	327857	Thhalv10024289m	Araha.2687s0009.1.p	NaN
15499	AT2G46310.1	483781	Thhalv10001561m	Araha.0488s0003.1.p	NaN
15502	AT3G54420.1	485842	Thhalv10010625m	Araha.31673s0002.1.p	NaN
15506	AT3G60966.1	486484	Thhalv10006444m	Araha.5385s0003.1.p	NaN
15507	AT5G12020.1	488044	Thhalv10014910m	Araha.27834s0005.1.p	NaN
15540	AT5G62250.1	496401	Thhalv10003940m	Araha.0403s0009.1.p	NaN
15551	AT5G17260.1	488590	Thhalv10013344m	Araha.22810s0001.1.p	NaN
15555	AT5G39910.1	891726	Thhalv10028331m	Araha.24263s0001.1.p	NaN
15565	AT3G10600.1	317861	Thhalv10020371m	Araha.1623s0007.1.p	NaN
15579	AT1G13605.1	911148	Thhalv10009527m	Araha.6740s0011.1.p	NaN
15581	AT1G53360.1	923885	Thhalv10027194m	Araha.19449s0017.1.p	NaN
15592	AT4G13230.1	905600	Thhalv10026897m	Araha.13466s0002.1.p	NaN
15617	AT3G26420.1	896503	Thhalv10004793m	Araha.29736s0001.1.p	NaN
15631	AT2G31900.1	482115	Thhalv10016137m	Araha.51984s0004.1.p	NaN
15633	AT5G18000.1	350906	Thhalv10015705m	Araha.69440s0001.1.p	NaN
15640	AT1G67490.1	475845	Thhalv10018104m	Araha.8775s0004.1.p	NaN
15645	AT1G55820.1	314795	Thhalv10011305m	Araha.16361s0003.1.p	NaN
15649	AT4G32090.1	353621	Thhalv10026845m	Araha.8819s0013.1.p	NaN
15660	AT5G60010.1	917747	Thhalv10016055m	Araha.3398s0007.1.p	NaN
15666	AT1G33080.1	473486	Thhalv10007460m	Araha.9027s0001.1.p	NaN
15669	AT4G10240.1	489868	Thhalv10029034m	Araha.9379s0005.1.p	NaN
15672	AT3G14820.1	341606	Thhalv10021047m	Araha.6343s0014.1.p	NaN
15674	AT3G18570.1	497429	Thhalv10021947m	Araha.15805s0013.1.p	NaN
15691	AT2G36340.1	891547	Thhalv10016755m	Araha.9536s0010.1.p	NaN
15692	AT1G72570.1	316221	Thhalv10019625m	Araha.9920s0005.1.p	NaN
15701	AT5G47880.1	494831	Thhalv10004173m	Araha.28394s0005.1.p	NaN
15705	AT5G20020.1	941554	Thhalv10014622m	Araha.13532s0009.1.p	NaN
15706	AT3G45245.1	937191	Thhalv10003095m	Araha.4221s0004.1.p	NaN
15714	AT3G56430.1	938598	Thhalv10006036m	Araha.1949s0003.1.p	NaN
15724	AT4G37740.1	888283	Thhalv10024915m	Araha.30679s0001.1.p	NaN
15728	AT3G46460.1	485019	Thhalv10002692m	Araha.33615s0006.1.p	NaN
15729	AT4G35770.1	491067	Thhalv10026337m	Araha.12053s0012.1.p	NaN
15731	AT5G64190.1	496617	Thhalv10005630m	Araha.17613s0010.1.p	NaN
15734	AT3G04050.1	340564	Thhalv10022029m	Araha.34065s0003.1.p	NaN
15743	AT3G02190.1	477452	Thhalv10021898m	Araha.15447s0004.1.p	NaN
15759	AT3G14430.1	929230	Thhalv10021919m	Araha.18842s0010.1.p	NaN
15762	AT5G63390.1	332561	Thhalv10005492m	Araha.7902s0003.1.p	NaN
15768	AT2G41342.1	483205	Thhalv10017494m	Araha.16112s0006.1.p	NaN
15774	AT1G01310.1	470143	Thhalv10008629m	Araha.2490s0002.1.p	NaN
15780	AT1G11925.1	471343	Thhalv10009060m	Araha.13055s0001.1.p	NaN
15794	AT1G77980.1	476961	Thhalv10019686m	Araha.17298s0001.1.p	NaN
15797	AT1G21866.1	921171	Thhalv10023052m	Araha.24307s0002.1.p	NaN
15816	AT5G27770.1	489552	Thhalv10005133m	Araha.46387s0001.1.p	NaN
15823	AT5G66230.1	496986	Thhalv10004614m	Araha.1084s0033.1.p	NaN
15829	AT1G16710.1	911475	Thhalv10006544m	Araha.24650s0007.1.p	NaN
15837	AT3G03410.1	927856	Thhalv10022182m	Araha.10914s0011.1.p	NaN
15871	AT3G25790.1	322721	Thhalv10004475m	Araha.15996s0001.1.p	NaN
15883	AT1G66490.1	315612	Thhalv10022026m	Araha.27748s0003.1.p	NaN
15928	AT2G45410.1	902576	Thhalv10001778m	Araha.2214s0001.1.p	NaN
15929	AT1G49630.1	923384	Thhalv10011199m	Araha.6847s0001.1.p	NaN
15934	AT1G15180.1	471709	Thhalv10007529m	Araha.4433s0001.1.p	NaN
15935	AT1G69030.1	926196	Thhalv10018843m	Araha.5184s0005.1.p	NaN
15943	AT5G57780.1	917490	Thhalv10014877m	Araha.0550s0043.1.p	NaN
15947	AT5G51590.1	495229	Thhalv10013637m	Araha.13804s0002.1.p	NaN
15956	AT5G18620.2	488746	Thhalv10012527m	Araha.4425s0026.1.p	NaN
15975	AT4G35725.1	944310	Thhalv10027140m	Araha.12053s0018.1.p	NaN
15986	AT1G71380.1	476269	Thhalv10018465m	Araha.55519s0001.1.p	NaN
15995	AT5G08500.1	940337	Thhalv10013045m	Araha.33222s0004.1.p	NaN
15996	AT3G61900.1	324630	Thhalv10006318m	Araha.46415s0002.1.p	NaN
16009	AT2G15480.1	931273	Thhalv10022663m	Araha.1811s0002.1.p	NaN
16020	AT4G28710.1	889261	Thhalv10024210m	Araha.3365s0026.1.p	NaN
16021	AT1G14840.1	471675	Thhalv10007120m	Araha.8636s0005.1.p	NaN
16035	AT2G14060.1	480329	Thhalv10010461m	Araha.38043s0003.1.p	NaN
16066	AT1G45145.1	922950	Thhalv10011873m	Araha.67126s0001.1.p	NaN
16084	AT4G14760.1	493421	Thhalv10024203m	Araha.34278s0002.1.p	NaN
16085	AT3G52720.1	485641	Thhalv10010611m	Araha.6824s0011.1.p	NaN
16094	AT1G01725.1	470102	Thhalv10009285m	Araha.3353s0006.1.p	NaN
16102	AT3G03780.1	477628	Thhalv10020127m	Araha.0303s0009.1.p	NaN
16104	AT4G17850.1	329742	Thhalv10026928m	Araha.4890s0003.1.p	NaN
16147	AT1G74750.1	476612	Thhalv10018113m	Araha.5006s0026.1.p	NaN
16182	AT5G49180.1	494979	Thhalv10003919m	Araha.16265s0002.1.p	NaN
16188	AT3G47650.1	485130	Thhalv10010812m	Araha.13019s0001.1.p	NaN
16193	AT5G37480.1	891351	Thhalv10028111m	Araha.53460s0002.1.p	NaN
16194	AT5G60980.2	332347	Thhalv10005527m	Araha.66448s0003.1.p	NaN
16199	AT3G57840.1	938769	Thhalv10006292m	Araha.10017s0008.1.p	NaN
16200	AT4G04540.1	895523	Thhalv10028501m	Araha.27481s0002.1.p	NaN
16221	AT5G59305.1	950673	Thhalv10015292m	Araha.60968s0001.1.p	NaN
16236	AT4G11490.1	895327	Thhalv10028513m	Araha.16776s0001.1.p	NaN
16245	AT5G01460.1	939518	Thhalv10013023m	Araha.8792s0004.1.p	NaN
16246	AT2G34250.1	482367	Thhalv10016599m	Araha.20846s0005.1.p	NaN
16259	AT1G25220.2	484144	Thhalv10008447m	Araha.7320s0001.1.p	NaN
16266	AT2G43550.1	935260	Thhalv10001696m	Araha.3362s0030.1.p	NaN
16271	AT5G11050.1	487937	Thhalv10016057m	Araha.4931s0006.1.p	NaN
16273	AT2G48130.1	322456	Thhalv10001654m	Araha.15174s0001.1.p	NaN
16277	AT3G21280.1	479647	Thhalv10020636m	Araha.25327s0007.1.p	NaN
16283	AT1G35730.1	473696	Thhalv10001811m	Araha.19896s0001.1.p	NaN
16288	AT3G60000.2	486469	Thhalv10006479m	Araha.10517s0001.1.p	NaN
16290	AT1G09940.1	471105	Thhalv10007359m	Araha.3403s0001.1.p	NaN
16298	AT5G46295.1	494342	Thhalv10001093m	Araha.21192s0004.1.p	NaN
16304	AT4G35490.1	944342	Thhalv10026461m	Araha.19466s0007.1.p	NaN
16324	AT1G49290.1	923288	Thhalv10012183m	Araha.15726s0003.1.p	NaN
16334	AT3G46750.1	485044	Thhalv10002567m	Araha.22117s0002.1.p	NaN
16344	AT2G47670.1	935755	Thhalv10001636m	Araha.1610s0011.1.p	NaN
16364	AT3G11530.1	904035	Thhalv10021777m	Araha.12210s0006.1.p	NaN
16377	AT1G02890.1	470259	Thhalv10006579m	Araha.3147s0013.1.p	NaN
16385	AT2G27030.3	481582	Thhalv10002103m	Araha.48377s0003.1.p	NaN
16386	AT5G12000.1	940686	Thhalv10012830m	Araha.27834s0004.1.p	NaN
16392	AT5G65130.1	951352	Thhalv10005326m	Araha.7683s0006.1.p	NaN
16405	AT1G63010.5	475048	Thhalv10023313m	Araha.11559s0001.1.p	NaN
16411	AT4G13500.1	480141	Thhalv10002726m	Araha.58853s0002.1.p	NaN
16422	AT4G25520.1	492274	Thhalv10012891m	Araha.12285s0011.1.p	NaN
16433	AT3G62170.1	486726	Thhalv10005855m	Araha.2415s0008.1.p	NaN
16436	AT2G04039.3	480058	Thhalv10002670m	Araha.41652s0001.1.p	NaN
16444	AT2G48070.3	902862	Thhalv10001627m	Araha.4014s0003.1.p	NaN
16475	AT1G63560.1	338015	Thhalv10023893m	Araha.53573s0001.1.p	NaN
16485	AT1G20460.1	921010	Thhalv10009165m	Araha.16356s0002.1.p	NaN
16490	AT1G27820.1	921835	Thhalv10009426m	Araha.1657s0017.1.p	NaN
16494	AT4G32540.1	353573	Thhalv10026965m	Araha.1435s0012.1.p	NaN
16502	AT3G15980.5	479052	Thhalv10020009m	Araha.11433s0002.1.p	NaN
16504	AT5G04130.1	487191	Thhalv10012781m	Araha.30177s0005.1.p	NaN
16505	AT5G51030.1	495168	Thhalv10014119m	Araha.45242s0001.1.p	NaN
16506	AT4G35940.1	491042	Thhalv10027062m	Araha.29384s0002.1.p	NaN
16524	AT5G10230.1	940493	Thhalv10014138m	Araha.4940s0007.1.p	NaN
16529	AT2G13620.1	480314	Thhalv10023201m	Araha.21662s0001.1.p	NaN
16552	AT2G29570.1	481872	Thhalv10017099m	Araha.11532s0003.1.p	NaN
16563	AT1G02910.1	918952	Thhalv10009985m	Araha.50915s0001.1.p	NaN
16567	AT3G58410.1	938834	Thhalv10006437m	Araha.2474s0009.1.p	NaN
16580	AT5G03060.1	487079	Thhalv10013931m	Araha.6970s0002.1.p	NaN
16614	AT1G27940.1	472995	Thhalv10006582m	Araha.1657s0012.1.p	NaN
16619	AT3G24580.1	342623	Thhalv10015430m	Araha.26508s0001.1.p	NaN
16635	AT2G18969.1	343566	Thhalv10022885m	Araha.12227s0002.1.p	NaN
16642	AT3G57970.1	898745	Thhalv10006402m	Araha.17718s0002.1.p	NaN
16650	AT2G37750.1	482777	Thhalv10017906m	Araha.0859s0002.1.p	NaN
16668	AT1G03060.1	311407	Thhalv10006519m	Araha.39200s0003.1.p	NaN
16676	AT1G67250.1	925966	Thhalv10019303m	Araha.0769s0004.1.p	NaN
16681	AT2G23350.1	932329	Thhalv10000075m	Araha.1956s0005.1.p	NaN
16687	AT3G07425.1	928419	Thhalv10021826m	Araha.4706s0037.1.p	NaN
16714	AT4G02080.1	943533	Thhalv10008842m	Araha.1807s0002.1.p	NaN
16729	AT3G01870.1	927569	Thhalv10020344m	Araha.1138s0019.1.p	NaN
16734	AT1G20550.1	312970	Thhalv10007203m	Araha.25182s0003.1.p	NaN
16737	AT4G09600.1	489814	Thhalv10029501m	Araha.44401s0001.1.p	NaN
16739	AT3G02810.1	477523	Thhalv10020274m	Araha.4629s0009.1.p	NaN
16765	AT5G18120.1	941333	Thhalv10014257m	Araha.8689s0004.1.p	NaN
16807	AT5G48540.1	494916	Thhalv10005717m	Araha.47878s0001.1.p	NaN
16826	AT3G26020.4	936295	Thhalv10004020m	Araha.9743s0002.1.p	NaN
16831	AT1G26930.1	472706	Thhalv10007668m	Araha.29097s0001.1.p	NaN
16837	AT3G63540.1	939454	Thhalv10006361m	Araha.0297s0010.1.p	NaN
16845	AT4G18620.1	946330	Thhalv10026898m	Araha.6257s0016.1.p	NaN
16848	AT4G28290.1	491944	Thhalv10026705m	Araha.18278s0013.1.p	NaN
16866	AT5G64300.1	496632	Thhalv10003958m	Araha.11492s0016.1.p	NaN
16873	AT5G09360.1	487747	Thhalv10015612m	Araha.13692s0017.1.p	NaN
16892	AT3G53250.1	348420	Thhalv10011019m	Araha.0418s0002.1.p	NaN
16903	AT5G26810.1	489513	Thhalv10005316m	Araha.25491s0002.1.p	NaN
16906	AT1G12130.1	910977	Thhalv10007545m	Araha.1006s0004.1.p	NaN
16910	AT3G03660.2	477611	Thhalv10022222m	Araha.24636s0001.1.p	NaN
16912	AT1G68130.1	475906	Thhalv10018614m	Araha.15555s0001.1.p	NaN
16914	AT3G58020.1	898751	Thhalv10006160m	Araha.9818s0006.1.p	NaN
16921	AT3G55100.1	485931	Thhalv10010176m	Araha.2258s0006.1.p	NaN
16922	AT5G27430.1	942354	Thhalv10005038m	Araha.3224s0015.1.p	NaN
16928	AT5G23030.1	489156	Thhalv10004782m	Araha.10518s0007.1.p	NaN
16937	AT3G60460.1	486519	Thhalv10006475m	Araha.58829s0002.1.p	NaN
16971	AT4G17870.1	946428	Thhalv10026310m	Araha.4890s0005.1.p	NaN
16986	AT1G30700.1	922138	Thhalv10007341m	Araha.1589s0002.1.p	NaN
16988	AT4G37900.1	353047	Thhalv10024448m	Araha.1654s0006.1.p	NaN
17016	AT5G40510.1	493935	Thhalv10027837m	Araha.4532s0002.1.p	NaN
17020	AT5G59720.1	496104	Thhalv10015805m	Araha.40074s0001.1.p	NaN
17023	AT4G25430.1	889613	Thhalv10025080m	Araha.22764s0001.1.p	NaN
17024	AT5G05290.1	939949	Thhalv10015496m	Araha.13516s0016.1.p	NaN
17028	AT4G29950.1	491759	Thhalv10024395m	Araha.8378s0011.1.p	NaN
17034	AT2G27240.1	344480	Thhalv10001980m	Araha.7463s0001.1.p	NaN
17035	AT2G28620.1	481773	Thhalv10016147m	Araha.11211s0003.1.p	NaN
17044	AT4G26700.1	945393	Thhalv10024581m	Araha.4945s0001.1.p	NaN
