	Genename	ALY	ESA	AHA	AHA1
10950	AT2G37550.1	482750	Thhalv10016645m	NaN	121249
10956	AT1G13800.1	920264	Thhalv10009810m	NaN	38105
10987	AT5G36220.1	891235	Thhalv10004066m	NaN	94066
10988	AT5G38650.1	947975	Thhalv10027984m	NaN	74214
10994	AT4G20830.1	492803	Thhalv10024789m	NaN	30192
11000	AT4G11700.1	925929	Thhalv10028328m	NaN	128161
11004	AT1G71690.1	316133	Thhalv10018938m	NaN	103849
11014	AT4G27810.1	492001	Thhalv10027290m	NaN	43265
11031	AT1G33800.1	913197	Thhalv10008341m	NaN	28361
11046	AT2G28660.1	481779	Thhalv10017086m	NaN	78831
11053	AT2G44610.1	935400	Thhalv10001633m	NaN	9060
11059	AT3G50980.1	937958	Thhalv10010821m	NaN	88789
11060	AT5G19580.1	488852	Thhalv10012975m	NaN	46897
11086	AT3G25250.1	319217	Thhalv10002544m	NaN	86102
11090	AT3G15570.1	929366	Thhalv10022354m	NaN	25688
11096	AT2G34650.1	321182	Thhalv10016667m	NaN	30808
11152	AT3G62080.2	486715	Thhalv10005996m	NaN	6749
11157	AT2G17500.1	480634	Thhalv10022717m	NaN	52009
11176	AT3G51790.1	485534	Thhalv10010653m	NaN	182269
11177	AT4G14890.1	493404	Thhalv10026483m	NaN	5668
11181	AT1G76750.1	476835	Thhalv10019517m	NaN	177466
11196	AT2G20500.1	931920	Thhalv10002261m	NaN	12315
11235	AT2G31220.1	482049	Thhalv10016616m	NaN	162293
11254	AT4G30980.1	491651	Thhalv10025656m	NaN	98684
11264	AT2G23320.1	343891	Thhalv10000270m	NaN	21361
11295	AT1G14780.1	471668	Thhalv10007298m	NaN	19787
11323	AT1G80440.1	477208	Thhalv10018763m	NaN	66255
11337	AT4G15900.1	493295	Thhalv10025068m	NaN	24438
11390	AT3G21360.1	905161	Thhalv10021117m	NaN	18532
11406	AT3G16710.1	479138	Thhalv10020547m	NaN	59063
11411	AT4G12050.1	490024	Thhalv10029174m	NaN	28411
11425	AT1G09250.1	471014	Thhalv10008777m	NaN	6138
11428	AT2G35450.1	482508	Thhalv10016892m	NaN	38894
11448	AT3G49560.1	485312	Thhalv10010930m	NaN	161046
11450	AT3G48260.1	897674	Thhalv10010293m	NaN	97624
11474	AT5G01530.1	486922	Thhalv10014055m	NaN	128405
11485	AT1G21480.1	472383	Thhalv10007584m	NaN	127472
11489	AT4G08950.1	489716	Thhalv10029426m	NaN	66921
11492	AT5G04840.1	487268	Thhalv10014187m	NaN	88888
11498	AT2G33410.1	482284	Thhalv10016750m	NaN	184658
11509	AT1G78100.1	476977	Thhalv10018841m	NaN	57744
11539	AT5G54240.1	917111	Thhalv10014333m	NaN	11046
11543	AT4G17800.1	493093	Thhalv10025859m	NaN	31405
11556	AT2G39350.1	482955	Thhalv10016300m	NaN	3894
11580	AT1G12910.1	920156	Thhalv10008091m	NaN	81702
11582	AT3G53100.1	938208	Thhalv10010500m	NaN	12559
11604	AT5G50970.1	495163	Thhalv10013209m	NaN	64505
11623	AT4G08700.1	489770	Thhalv10028661m	NaN	94417
11650	AT4G34180.1	952033	Thhalv10026013m	NaN	24975
11658	AT2G44430.1	483567	Thhalv10001779m	NaN	107019
11659	AT5G28490.1	489650	Thhalv10004974m	NaN	184592
11672	AT5G64430.1	496651	Thhalv10004027m	NaN	116084
11686	AT1G44920.1	913657	Thhalv10011734m	NaN	17707
11723	AT5G42560.1	494779	Thhalv10003251m	NaN	38075
11765	AT5G58340.1	917551	Thhalv10013531m	NaN	34941
11773	AT4G14070.1	947004	Thhalv10024478m	NaN	10940
11794	AT3G43610.1	484805	Thhalv10002374m	NaN	67486
11808	AT1G49710.1	923398	Thhalv10011402m	NaN	405
11812	AT5G23240.1	489182	Thhalv10005272m	NaN	83845
11813	AT1G79420.1	909573	Thhalv10018620m	NaN	32951
11820	AT1G12110.1	920044	Thhalv10007157m	NaN	115390
11832	AT3G17770.1	929642	Thhalv10020350m	NaN	2534
11838	AT3G49210.1	485279	Thhalv10010299m	NaN	92155
11841	AT2G32280.1	482157	Thhalv10017335m	NaN	181585
11852	AT1G25400.1	921679	Thhalv10008406m	NaN	137919
11854	AT1G11440.1	471281	Thhalv10009480m	NaN	117145
11911	AT4G21350.1	946058	Thhalv10025498m	NaN	55761
11938	AT5G41020.1	947629	Thhalv10027663m	NaN	87185
11943	AT4G05520.1	943189	Thhalv10028561m	NaN	133251
11956	AT3G22910.1	930287	Thhalv10022129m	NaN	25273
11960	AT5G62150.1	950979	Thhalv10005374m	NaN	23796
11971	AT3G06430.1	928272	Thhalv10020626m	NaN	14262
11981	AT4G32710.1	353556	Thhalv10024552m	NaN	160115
11992	AT1G68450.1	926124	Thhalv10019299m	NaN	90246
11997	AT2G30395.1	344803	Thhalv10017867m	NaN	54463
12003	AT5G44560.1	887505	Thhalv10001015m	NaN	54902
12021	AT1G01710.1	470104	Thhalv10007689m	NaN	132695
12044	AT1G24577.1	921724	Thhalv10009220m	NaN	160234
12056	AT2G38560.1	482865	Thhalv10016682m	NaN	155088
12087	AT3G10410.1	903921	Thhalv10020509m	NaN	89426
12096	AT5G37710.1	493749	Thhalv10027768m	NaN	140979
12106	AT3G56060.1	938553	Thhalv10005870m	NaN	88414
12119	AT2G04360.1	342776	Thhalv10002607m	NaN	1075
12136	AT2G47440.1	483921	Thhalv10001383m	NaN	91531
12137	AT5G58800.1	497377	Thhalv10014688m	NaN	35398
12142	AT2G03740.1	484283	Thhalv10004969m	NaN	49695
12146	AT5G52970.1	495362	Thhalv10014610m	NaN	41736
12197	AT5G65410.1	951385	Thhalv10005568m	NaN	110254
12198	AT4G18690.1	492990	Thhalv10025925m	NaN	123590
12200	AT3G10020.1	928691	Thhalv10021699m	NaN	32245
12235	AT5G05810.1	940009	Thhalv10013693m	NaN	45441
12247	AT5G38300.1	494151	Thhalv10027906m	NaN	105139
12255	AT3G55770.7	938524	Thhalv10010740m	NaN	108001
12256	AT4G22160.2	492649	Thhalv10026500m	NaN	48837
12261	AT4G33720.1	491308	Thhalv10026438m	NaN	36144
12267	AT4G14301.1	493479	Thhalv10026537m	NaN	118667
12275	AT4G12070.1	490026	Thhalv10028621m	NaN	142820
12278	AT4G01590.1	943584	Thhalv10023695m	NaN	72935
12282	AT5G66770.1	496923	Thhalv10003860m	NaN	159111
12306	AT1G03600.1	470332	Thhalv10008901m	NaN	82453
12309	AT2G30960.1	900887	Thhalv10017128m	NaN	34636
12311	AT5G11270.1	487959	Thhalv10013990m	NaN	61658
12315	AT1G11915.1	471341	Thhalv10008171m	NaN	81907
12329	AT2G30210.1	481932	Thhalv10016445m	NaN	166215
12341	AT3G49540.1	485310	Thhalv10010792m	NaN	102227
12350	AT4G31550.1	944827	Thhalv10025646m	NaN	22112
12379	AT1G34190.1	336483	Thhalv10007221m	NaN	18366
12432	AT1G34350.2	473588	Thhalv10008956m	NaN	36420
12435	AT1G56600.1	474819	Thhalv10024122m	NaN	99807
12436	AT1G26900.1	921544	Thhalv10009468m	NaN	46863
12441	AT5G47450.1	494233	Thhalv10001007m	NaN	142381
12442	AT2G24170.1	481272	Thhalv10000079m	NaN	106639
12455	AT3G50220.1	937856	Thhalv10010543m	NaN	110535
12459	AT5G53370.1	495409	Thhalv10013056m	NaN	69037
12468	AT4G15110.1	493377	Thhalv10024764m	NaN	183766
12469	AT4G06676.1	327041	Thhalv10028801m	NaN	6557
12472	AT1G26330.2	912417	Thhalv10006590m	NaN	75804
12474	AT1G27880.1	472990	Thhalv10006736m	NaN	45796
12481	AT4G02090.1	490371	Thhalv10029320m	NaN	178592
12482	AT1G57610.1	474846	Thhalv10023609m	NaN	92991
12502	AT3G60080.1	939042	Thhalv10006114m	NaN	35588
12503	AT1G63420.1	475010	Thhalv10023375m	NaN	131553
12504	AT3G45020.1	484896	Thhalv10002715m	NaN	121028
12513	AT2G17787.1	480676	Thhalv10022767m	NaN	29580
12516	AT5G22630.1	941770	Thhalv10016085m	NaN	83412
12529	AT2G33990.1	933994	Thhalv10017065m	NaN	23681
12551	AT3G23170.1	479829	Thhalv10021654m	NaN	32766
12556	AT3G60490.1	486521	Thhalv10006200m	NaN	165768
12587	AT4G22860.1	492583	Thhalv10024955m	NaN	123179
12590	AT1G70170.1	476141	Thhalv10018701m	NaN	57056
12596	AT3G10340.1	928723	Thhalv10020168m	NaN	177664
12599	AT2G41260.2	934948	Thhalv10017269m	NaN	167036
12602	AT2G36080.1	934233	Thhalv10017156m	NaN	122655
12616	AT1G72300.1	476358	Thhalv10018044m	NaN	71553
12619	AT1G35890.1	950668	Thhalv10015349m	NaN	7438
12621	AT3G54400.1	938360	Thhalv10010398m	NaN	18456
12631	ATCG00500.1	925544	Thhalv10011034m	NaN	167690
12643	AT3G14067.1	478817	Thhalv10022348m	NaN	115387
12647	AT1G63855.3	907025	Thhalv10023706m	NaN	123542
12676	AT5G24100.1	489266	Thhalv10003837m	NaN	170931
12701	AT2G40080.1	497391	Thhalv10017822m	NaN	148312
12714	AT4G11290.1	942980	Thhalv10028797m	NaN	166621
12718	AT4G12450.1	490049	Thhalv10029522m	NaN	67105
12723	AT2G37120.1	934360	Thhalv10017496m	NaN	58898
12729	AT4G20440.1	492815	Thhalv10026002m	NaN	59724
12731	AT1G62886.1	315116	Thhalv10029420m	NaN	22550
12764	AT5G11320.1	487963	Thhalv10016084m	NaN	65426
12769	AT5G50370.1	495100	Thhalv10014224m	NaN	26466
12778	AT2G01300.1	935835	Thhalv10001173m	NaN	31688
12781	AT4G29720.1	491790	Thhalv10024841m	NaN	52865
12794	AT5G04600.1	939860	Thhalv10014607m	NaN	21504
12797	AT5G22940.1	489149	Thhalv10013464m	NaN	167490
12800	AT5G62510.1	358451	Thhalv10005275m	NaN	96966
12814	AT4G15120.1	493376	Thhalv10026342m	NaN	112757
12820	AT3G61630.1	486651	Thhalv10006118m	NaN	126130
12827	AT3G10720.2	478407	Thhalv10020324m	NaN	66491
12855	AT1G53530.1	923905	Thhalv10014866m	NaN	83494
12868	AT3G53235.1	938223	Thhalv10010874m	NaN	41370
12871	AT1G77760.1	927178	Thhalv10018092m	NaN	103476
12873	AT3G17950.1	929662	Thhalv10021515m	NaN	86989
12876	AT4G00230.1	490544	Thhalv10028458m	NaN	172654
12895	AT4G14900.1	946855	Thhalv10024868m	NaN	166927
12915	AT3G47780.1	485139	Thhalv10010102m	NaN	123848
12927	AT4G37680.1	490848	Thhalv10025437m	NaN	87786
12934	AT4G11300.1	489963	Thhalv10028740m	NaN	56476
12936	AT4G17500.1	493126	Thhalv10027401m	NaN	71228
12950	AT4G27730.1	492011	Thhalv10024519m	NaN	78843
12969	AT3G03305.1	903170	Thhalv10020144m	NaN	52068
12971	AT5G03460.1	487123	Thhalv10015146m	NaN	78506
12984	AT5G43980.1	915831	Thhalv10003249m	NaN	54326
12996	AT5G66650.1	496938	Thhalv10004608m	NaN	58553
13051	AT1G19390.1	920884	Thhalv10006827m	NaN	103630
13055	AT2G39780.1	934744	Thhalv10027545m	NaN	71183
13074	AT3G51530.1	485504	Thhalv10009690m	NaN	119162
13090	AT5G01040.1	486975	Thhalv10015329m	NaN	87510
13093	AT3G23780.1	929675	Thhalv10019931m	NaN	30277
13100	AT5G65320.1	358733	Thhalv10004772m	NaN	40517
13101	AT1G65620.1	475666	Thhalv10019572m	NaN	177257
13117	AT3G10010.1	341139	Thhalv10019961m	NaN	63412
13118	AT5G38360.1	948018	Thhalv10027821m	NaN	48075
13132	AT2G15580.1	480417	Thhalv10022864m	NaN	122812
13139	AT1G15380.1	920442	Thhalv10008912m	NaN	53507
13140	AT4G05440.1	895611	Thhalv10028820m	NaN	13682
13171	AT1G35430.1	473674	Thhalv10001838m	NaN	87696
13202	AT3G18420.1	479344	Thhalv10021135m	NaN	59474
13213	AT2G39220.1	934676	Thhalv10016579m	NaN	136091
13246	AT4G10840.1	489926	Thhalv10028519m	NaN	9330
13251	AT4G22570.1	492612	Thhalv10026345m	NaN	162556
13256	AT3G11690.1	478514	Thhalv10021370m	NaN	77669
13264	AT5G26220.1	942209	Thhalv10004888m	NaN	35022
13269	AT3G51180.1	485471	Thhalv10010301m	NaN	147186
13299	AT2G45740.1	483710	Thhalv10001566m	NaN	23088
13323	AT5G62640.3	496447	Thhalv10003972m	NaN	118297
13333	AT3G51740.1	485528	Thhalv10010123m	NaN	7018
13338	AT2G29660.1	481881	Thhalv10016804m	NaN	72645
13343	AT3G61920.1	939265	Thhalv10006365m	NaN	123577
13356	AT4G15160.1	493374	Thhalv10025987m	NaN	98915
13366	AT2G01400.1	322483	Thhalv10001231m	NaN	110218
13373	AT3G63390.1	324763	Thhalv10006272m	NaN	27021
13375	AT3G43110.1	936924	Thhalv10002680m	NaN	23663
13388	AT3G52900.1	485662	Thhalv10010763m	NaN	6271
13402	AT1G48175.1	314252	Thhalv10001035m	NaN	34816
13409	AT4G14100.1	493502	Thhalv10026167m	NaN	160750
13412	AT5G48820.2	916411	Thhalv10004871m	NaN	21869
13447	AT3G16510.1	479112	Thhalv10021044m	NaN	117605
13448	AT2G28710.1	933337	Thhalv10017375m	NaN	60656
13460	AT4G05070.1	490157	Thhalv10029473m	NaN	89163
13466	AT1G64080.1	474947	Thhalv10023416m	NaN	151018
13468	AT1G48040.1	473940	Thhalv10011569m	NaN	26620
13473	AT1G12160.1	471366	Thhalv10009776m	NaN	101175
13499	AT4G36010.1	944275	Thhalv10025825m	NaN	11128
13506	AT1G67300.2	475826	Thhalv10018450m	NaN	145905
13525	AT4G23500.1	492520	Thhalv10025011m	NaN	125787
13555	AT3G51580.2	485510	Thhalv10010441m	NaN	34230
13565	AT2G44010.1	483520	Thhalv10001750m	NaN	164949
13579	AT4G16330.2	355126	Thhalv10025637m	NaN	10802
13583	AT3G19510.1	479466	Thhalv10022305m	NaN	69167
13589	AT1G77850.1	927187	Thhalv10018331m	NaN	11383
13590	AT1G48970.1	923251	Thhalv10011298m	NaN	127558
13595	AT4G34560.1	491201	Thhalv10027578m	NaN	173745
13609	AT5G04310.1	487211	Thhalv10016093m	NaN	40700
13628	AT4G20430.1	354710	Thhalv10024389m	NaN	2704
13629	AT1G30130.1	473232	Thhalv10008271m	NaN	168434
13669	AT2G37930.1	345557	Thhalv10016397m	NaN	68763
13676	AT3G45100.1	323188	Thhalv10002532m	NaN	9450
13692	AT5G26960.1	489527	Thhalv10004305m	NaN	83133
13701	AT3G61650.1	939221	Thhalv10005943m	NaN	11239
13709	AT3G18800.1	479391	Thhalv10022284m	NaN	142647
13733	AT2G37870.1	321490	Thhalv10017444m	NaN	31523
13736	AT2G17730.2	931636	Thhalv10022835m	NaN	180211
13740	AT1G73940.1	476532	Thhalv10019277m	NaN	65304
13749	AT1G32440.1	473436	Thhalv10007217m	NaN	77912
13791	AT2G17670.1	480659	Thhalv10022683m	NaN	22762
13794	AT3G18250.1	479323	Thhalv10022120m	NaN	107989
13802	AT4G19060.1	492949	Thhalv10025864m	NaN	10027
13811	AT2G02820.2	484189	Thhalv10004109m	NaN	50942
13827	AT1G80610.1	477185	Thhalv10019140m	NaN	52953
13831	AT5G42780.1	948961	Thhalv10009416m	NaN	143159
13870	AT1G22220.1	472458	Thhalv10010014m	NaN	6363
13874	AT1G27440.1	472948	Thhalv10007763m	NaN	178248
13910	AT3G48830.1	897736	Thhalv10010292m	NaN	101538
13919	AT2G46535.1	483813	Thhalv10001658m	NaN	120588
13933	AT1G06760.1	470698	Thhalv10008471m	NaN	125494
13946	AT4G26240.1	945451	Thhalv10026289m	NaN	78754
13951	AT2G38510.1	934600	Thhalv10017583m	NaN	143431
13954	AT1G15320.1	920436	Thhalv10008365m	NaN	53359
13972	AT1G17890.1	472002	Thhalv10008184m	NaN	21420
13973	AT3G05470.1	317406	Thhalv10020037m	NaN	103772
13984	AT3G24600.1	319165	Thhalv10002796m	NaN	115505
13996	AT5G49470.2	495004	Thhalv10003711m	NaN	10689
14018	AT2G45030.1	483634	Thhalv10001325m	NaN	25810
14030	AT4G30640.1	328652	Thhalv10014209m	NaN	166774
14032	AT3G16870.1	479155	Thhalv10021612m	NaN	34495
14035	AT2G38740.1	934625	Thhalv10017141m	NaN	81789
14038	AT3G16660.1	318437	Thhalv10021613m	NaN	784
14039	AT1G07830.1	470815	Thhalv10009035m	NaN	27389
14053	AT4G22300.1	951560	Thhalv10025978m	NaN	30347
14062	AT1G78270.1	476994	Thhalv10019687m	NaN	75941
14079	AT4G03600.1	490201	Thhalv10029253m	NaN	29083
14122	AT1G59840.1	475325	Thhalv10023990m	NaN	141448
14125	AT2G25090.1	481363	Thhalv10000155m	NaN	79629
14158	AT4G11690.1	352254	Thhalv10028537m	NaN	32328
14192	AT2G01290.1	484042	Thhalv10000998m	NaN	60316
14205	AT4G12080.1	327335	Thhalv10028768m	NaN	104376
14207	AT5G49015.1	949363	Thhalv10005354m	NaN	138531
14209	AT2G18510.1	480759	Thhalv10022741m	NaN	33590
14210	AT1G53025.1	923840	Thhalv10011411m	NaN	76502
14231	AT1G58080.1	925185	Thhalv10023501m	NaN	30673
14242	AT1G20350.1	472263	Thhalv10008738m	NaN	10312
14263	AT3G27690.1	936534	Thhalv10004777m	NaN	88914
14301	AT2G39770.1	483004	Thhalv10016850m	NaN	90474
14308	AT3G23820.1	930439	Thhalv10002521m	NaN	152708
14317	AT3G12970.1	929020	Thhalv10021938m	NaN	104750
14336	AT5G43970.1	494602	Thhalv10003294m	NaN	28715
14356	AT1G24340.1	921752	Thhalv10006951m	NaN	15677
14358	AT3G09970.1	478324	Thhalv10021191m	NaN	125518
14387	AT5G53050.2	495371	Thhalv10013609m	NaN	127900
14408	AT1G08770.1	919625	Thhalv10008786m	NaN	143755
14456	AT1G19200.1	911737	Thhalv10008681m	NaN	30421
14474	AT3G56480.1	324161	Thhalv10005916m	NaN	17407
14475	AT1G65845.1	315619	Thhalv10019365m	NaN	18053
14491	AT5G35770.1	891186	Thhalv10005699m	NaN	132831
14500	AT1G22400.1	472480	Thhalv10009957m	NaN	87067
14549	AT2G18280.1	480735	Thhalv10022721m	NaN	74417
14567	AT1G23750.1	912235	Thhalv10009071m	NaN	95914
14636	AT5G23212.1	894200	Thhalv10003076m	NaN	107396
14651	AT4G20020.1	492871	Thhalv10025454m	NaN	16854
14689	AT5G49550.1	497552	Thhalv10005135m	NaN	39886
14690	AT4G34215.1	491251	Thhalv10026018m	NaN	75673
14692	AT1G31840.1	912989	Thhalv10009444m	NaN	14368
14716	AT1G31350.1	922640	Thhalv10009358m	NaN	135721
14727	AT2G40280.1	934830	Thhalv10016421m	NaN	63499
14737	AT3G43960.1	484828	Thhalv10007664m	NaN	141320
14740	AT3G26360.1	484399	Thhalv10005184m	NaN	25545
14774	AT3G09735.1	478296	Thhalv10021874m	NaN	141840
14786	AT5G02970.1	487073	Thhalv10013252m	NaN	4721
14795	AT3G52060.1	485566	Thhalv10010507m	NaN	61242
14808	AT2G38140.1	482821	Thhalv10017376m	NaN	3237
14810	AT2G39415.1	952513	Thhalv10029455m	NaN	23961
14811	AT1G59610.1	475352	Thhalv10023247m	NaN	40493
14820	AT2G01520.1	935860	Thhalv10005071m	NaN	33591
14823	AT1G74090.1	909036	Thhalv10018813m	NaN	141718
14842	AT3G52480.1	485615	Thhalv10010711m	NaN	44098
14855	AT2G13360.1	480305	Thhalv10022711m	NaN	114817
14856	AT3G60320.1	486504	Thhalv10005793m	NaN	65268
14861	AT1G02570.1	311362	Thhalv10009368m	NaN	130296
14880	AT5G41970.1	330340	Thhalv10027801m	NaN	158729
14881	AT2G03550.1	484264	Thhalv10004622m	NaN	260
14886	AT2G40113.1	483053	Thhalv10017342m	NaN	153052
14895	AT1G69935.1	926296	Thhalv10019201m	NaN	107591
14899	AT1G07135.1	470734	Thhalv10009097m	NaN	151449
14913	AT1G62970.1	475057	Thhalv10023288m	NaN	100570
14917	AT1G66480.1	475748	Thhalv10019620m	NaN	82477
14938	AT5G63800.1	496568	Thhalv10005464m	NaN	91801
14941	AT5G53310.1	949921	Thhalv10014692m	NaN	12644
14978	AT5G63880.2	496578	Thhalv10004899m	NaN	132144
14985	AT3G58960.1	898856	Thhalv10006370m	NaN	21514
14989	AT3G55430.1	485970	Thhalv10010363m	NaN	9817
14990	AT4G35160.1	328231	Thhalv10025519m	NaN	164161
15002	AT5G01420.1	486934	Thhalv10013790m	NaN	29768
15039	AT2G24850.1	481345	Thhalv10000557m	NaN	6031
15057	AT2G45850.1	483725	Thhalv10001517m	NaN	137064
15118	AT5G15230.1	488368	Thhalv10015100m	NaN	165038
15123	AT1G64060.1	474949	Thhalv10023240m	NaN	114332
15145	AT2G42290.1	483320	Thhalv10017834m	NaN	116483
15159	AT2G39750.1	483001	Thhalv10016330m	NaN	90783
15160	AT3G52710.1	938160	Thhalv10011162m	NaN	84410
15203	AT1G52880.1	474412	Thhalv10012308m	NaN	120412
15217	AT4G11090.1	489948	Thhalv10028674m	NaN	150820
15219	AT5G38640.1	494105	Thhalv10027687m	NaN	106112
15235	AT4G39730.1	490755	Thhalv10026128m	NaN	94552
15261	AT5G54585.1	495538	Thhalv10015006m	NaN	24941
15265	AT3G24660.1	342637	Thhalv10002428m	NaN	53561
15271	AT1G17745.2	471986	Thhalv10007072m	NaN	2086
15274	AT4G04570.1	943226	Thhalv10028504m	NaN	89591
15278	AT5G45030.1	948569	Thhalv10000823m	NaN	14520
15292	AT3G09030.1	478211	Thhalv10020689m	NaN	179865
15294	AT2G22500.1	481111	Thhalv10000240m	NaN	176222
15307	AT3G49000.1	327116	Thhalv10010290m	NaN	21676
15308	AT3G13190.1	478696	Thhalv10020999m	NaN	87600
15321	AT5G54090.1	495487	Thhalv10012724m	NaN	13104
15332	AT3G25290.1	905694	Thhalv10002560m	NaN	138000
15336	AT5G21130.1	489023	Thhalv10015699m	NaN	135810
15370	AT3G09220.1	478237	Thhalv10020392m	NaN	25284
15377	AT5G40700.2	493912	Thhalv10027855m	NaN	24917
15402	AT1G25240.1	921700	Thhalv10009826m	NaN	100011
15405	AT3G14180.1	478832	Thhalv10020691m	NaN	127677
15419	AT1G51560.1	923642	Thhalv10011555m	NaN	89324
15424	AT4G21990.1	945948	Thhalv10025134m	NaN	44314
15440	AT4G37450.1	490872	Thhalv10026340m	NaN	121848
15456	AT1G12805.1	471434	Thhalv10009512m	NaN	80557
15496	AT5G49840.1	495043	Thhalv10024710m	NaN	55439
15511	AT4G22270.1	492639	Thhalv10025231m	NaN	33481
15512	AT1G14790.1	471669	Thhalv10006629m	NaN	44751
15575	AT3G26300.1	484394	Thhalv10004078m	NaN	60
15605	AT2G48010.1	935792	Thhalv10016382m	NaN	110098
15609	AT4G30340.1	889083	Thhalv10025025m	NaN	92422
15610	AT5G62950.1	906638	Thhalv10000370m	NaN	40148
15615	AT1G65820.3	475688	Thhalv10027981m	NaN	174849
15622	AT3G24730.1	479992	Thhalv10002702m	NaN	37568
15630	AT4G12040.1	490023	Thhalv10029014m	NaN	66394
15638	AT1G64510.1	474896	Thhalv10023690m	NaN	70536
15641	AT3G45880.1	484968	Thhalv10002595m	NaN	163610
15678	AT3G59360.1	486402	Thhalv10006015m	NaN	105848
15690	AT2G18670.1	931769	Thhalv10022879m	NaN	55134
15695	AT3G03650.1	477609	Thhalv10020580m	NaN	93881
15700	AT3G27415.1	484531	Thhalv10004967m	NaN	157411
15709	AT3G11700.1	478515	Thhalv10020679m	NaN	1308
15711	AT3G08780.1	478180	Thhalv10021171m	NaN	101199
15723	AT5G04340.1	939830	Thhalv10014546m	NaN	46425
15737	AT5G55500.1	950201	Thhalv10013238m	NaN	3368
15742	AT2G24260.1	481281	Thhalv10000220m	NaN	16737
15764	AT2G14760.3	480366	Thhalv10023147m	NaN	77193
15771	AT1G78110.1	476978	Thhalv10018798m	NaN	97175
15784	AT2G17450.1	480629	Thhalv10023141m	NaN	181939
15792	AT4G14090.1	947001	Thhalv10025167m	NaN	77048
15799	AT1G71520.1	476281	Thhalv10019510m	NaN	32364
15800	AT3G47295.1	485094	Thhalv10010883m	NaN	4437
15811	AT5G48060.1	494857	Thhalv10003567m	NaN	29771
15833	AT5G63860.1	496574	Thhalv10004234m	NaN	117352
15835	AT3G56810.1	486119	Thhalv10006250m	NaN	14302
15850	AT1G13960.1	471557	Thhalv10007428m	NaN	63604
15854	AT1G06380.1	919353	Thhalv10008540m	NaN	61887
15863	AT2G28060.1	481705	Thhalv10017447m	NaN	914
15869	AT5G46860.1	494291	Thhalv10000996m	NaN	52484
15870	AT4G09620.1	489815	Thhalv10028979m	NaN	77384
15898	AT3G12630.1	478622	Thhalv10021683m	NaN	90653
15916	AT2G41070.1	483175	Thhalv10017050m	NaN	45431
15944	AT5G20740.1	488983	Thhalv10014618m	NaN	99615
15955	AT2G40120.1	483055	Thhalv10016403m	NaN	74037
15978	AT3G11640.1	928879	Thhalv10022040m	NaN	59009
15980	AT4G02280.1	490342	Thhalv10028435m	NaN	145203
15987	AT4G01410.1	943606	Thhalv10029297m	NaN	151003
16015	AT2G19450.1	480528	Thhalv10022645m	NaN	10678
16070	AT4G10130.1	327188	Thhalv10029407m	NaN	56810
16073	AT3G62280.1	486734	Thhalv10006046m	NaN	135578
16074	AT5G23440.1	489205	Thhalv10005472m	NaN	177823
16107	AT2G38540.1	482863	Thhalv10017438m	NaN	21370
16114	AT1G77610.1	497286	Thhalv10018828m	NaN	129269
16118	AT1G30720.1	922140	Thhalv10009705m	NaN	107705
16146	AT5G27280.1	489599	Thhalv10027929m	NaN	68398
16150	AT5G23680.1	941893	Thhalv10005476m	NaN	151629
16159	AT4G30690.1	491684	Thhalv10025935m	NaN	41432
16189	AT5G45490.1	948429	Thhalv10000924m	NaN	157559
16202	AT3G25260.1	480035	Thhalv10003068m	NaN	88210
16212	AT2G01600.1	935879	Thhalv10003910m	NaN	78727
16218	AT2G41705.1	483250	Thhalv10016628m	NaN	182597
16238	AT1G58100.1	475419	Thhalv10023507m	NaN	128573
16241	AT5G03510.1	939735	Thhalv10014348m	NaN	27953
16260	AT2G43540.1	483465	Thhalv10001662m	NaN	39069
16263	AT2G24310.1	481288	Thhalv10000603m	NaN	130958
16300	AT4G11650.1	489985	Thhalv10028920m	NaN	44673
16313	AT3G59270.1	898887	Thhalv10006415m	NaN	63298
16323	AT1G73500.1	926721	Thhalv10019452m	NaN	132725
16339	AT3G10400.1	928729	Thhalv10021363m	NaN	184198
16350	AT4G37430.1	490876	Thhalv10024981m	NaN	150559
16375	AT1G65710.1	315605	Thhalv10018468m	NaN	140860
16378	AT4G01200.1	943626	Thhalv10028892m	NaN	59849
16401	AT3G06310.1	477930	Thhalv10021810m	NaN	26949
16407	AT4G38770.1	490641	Thhalv10025123m	NaN	56152
16456	AT2G04025.1	896372	Thhalv10005171m	NaN	146225
16477	AT1G66760.2	475774	Thhalv10018475m	NaN	63038
16497	AT2G35795.1	482551	Thhalv10017453m	NaN	10742
16503	AT1G20823.1	472318	Thhalv10009964m	NaN	126059
16518	AT3G08930.1	478196	Thhalv10020541m	NaN	40763
16528	AT3G27660.1	484554	Thhalv10005366m	NaN	87716
16535	AT2G24762.1	481335	Thhalv10000360m	NaN	74830
16557	AT4G14270.1	493483	Thhalv10026475m	NaN	42224
16562	AT2G38110.1	482818	Thhalv10016551m	NaN	87622
16575	AT4G01660.1	490411	Thhalv10028510m	NaN	154405
16588	AT4G16480.1	946614	Thhalv10024765m	NaN	79026
16606	AT3G53950.1	485786	Thhalv10010914m	NaN	10800
16626	AT4G20260.4	329544	Thhalv10026094m	NaN	148007
16656	AT4G15480.1	493342	Thhalv10024946m	NaN	128202
16665	AT5G03140.1	487084	Thhalv10015744m	NaN	28181
16669	AT4G21700.1	354611	Thhalv10024323m	NaN	68985
